%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2020 185 7 0 -999.00 29.67 176.75 -999.00 -999.00 13.93000 68.46 16.24 99.30 0.10 424.49 2020.00 326.54 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 8 0 -999.00 43.28 180.51 -999.00 -999.00 14.60000 67.93 16.45 99.36 0.04 455.75 2020.00 339.64 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 9 0 -999.00 57.16 184.00 -999.00 -999.00 14.61000 66.82 16.79 99.39 0.03 498.66 2020.00 331.24 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 10 0 -999.00 80.68 197.31 -999.00 -999.00 13.18000 67.02 16.62 99.43 0.01 673.41 2020.00 320.92 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 11 0 -999.00 78.10 199.62 -999.00 -999.00 13.97000 66.74 16.61 99.45 0.01 668.80 2020.00 309.67 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 12 0 -999.00 87.23 207.88 -999.00 -999.00 14.06000 66.27 16.65 99.48 0.00 710.68 2020.00 314.55 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 13 0 -999.00 73.29 198.99 -999.00 -999.00 13.87000 65.61 16.68 99.54 0.00 643.87 2020.00 317.47 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 14 0 -999.00 68.30 190.30 -999.00 -999.00 13.20000 64.84 16.50 99.54 0.00 606.49 2020.00 306.07 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 15 0 -999.00 43.78 167.91 -999.00 -999.00 12.31000 64.55 16.34 99.56 0.00 463.80 2020.00 317.72 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 16 0 -999.00 27.86 147.52 -999.00 -999.00 11.62000 64.58 16.09 99.54 0.00 376.94 2020.00 301.06 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 17 0 -999.00 13.73 125.74 -999.00 -999.00 10.92000 65.90 15.69 99.56 0.00 252.01 2020.00 300.02 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 18 0 -999.00 4.44 102.40 -999.00 -999.00 10.14000 69.72 15.11 99.57 0.00 144.22 2020.00 295.62 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 19 0 -999.00 4.04 95.66 -999.00 -999.00 9.26000 72.52 14.57 99.59 0.00 50.32 2020.00 310.08 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 20 0 -999.00 0.70 86.54 -999.00 -999.00 9.17000 74.44 14.15 99.59 0.00 5.07 2020.00 313.21 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 21 0 -999.00 1.61 86.31 -999.00 -999.00 8.90000 75.35 14.00 99.60 0.00 0.00 2020.00 323.85 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 22 0 -999.00 0.78 86.33 -999.00 -999.00 8.98000 74.17 13.72 99.58 0.00 0.00 2020.00 329.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 185 23 0 -999.00 -0.61 90.16 -999.00 -999.00 10.00000 74.12 13.71 99.59 0.00 0.00 2020.00 335.42 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
