%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2019 173 6 0 -999.00 40.10 38.75 -999.00 -999.00 9.39000 80.53 14.48 99.85 0.04 303.80 -999.00 327.55 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 7 0 -999.00 28.40 75.43 -999.00 -999.00 10.72000 77.26 14.41 99.89 0.21 379.50 -999.00 340.56 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 8 0 -999.00 87.11 83.26 -999.00 -999.00 13.17000 72.28 14.86 99.94 0.01 595.82 -999.00 313.41 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 9 0 -999.00 126.46 90.50 -999.00 -999.00 15.12000 66.33 15.35 99.98 0.00 724.43 -999.00 301.06 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 10 0 -999.00 148.67 103.58 -999.00 -999.00 14.68000 64.50 15.55 100.05 0.00 784.92 -999.00 295.01 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 11 0 -999.00 141.64 111.22 -999.00 -999.00 16.50000 63.10 15.52 100.10 0.00 757.29 -999.00 302.77 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 12 0 -999.00 132.22 111.96 -999.00 -999.00 16.81000 63.90 15.47 100.17 0.00 736.68 -999.00 303.89 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 13 0 -999.00 114.04 106.54 -999.00 -999.00 16.20000 63.54 15.56 100.21 0.00 655.61 -999.00 307.25 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 14 0 -999.00 91.69 100.66 -999.00 -999.00 15.74000 61.50 15.90 100.26 0.00 576.13 -999.00 304.12 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 15 0 -999.00 64.52 97.04 -999.00 -999.00 15.04000 59.08 16.11 100.30 0.00 469.97 -999.00 324.69 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 16 0 -999.00 34.08 89.51 -999.00 -999.00 14.27000 58.15 16.14 100.34 0.00 368.61 -999.00 308.04 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 17 0 -999.00 9.41 77.80 -999.00 -999.00 13.22000 59.01 15.96 100.39 0.00 254.83 -999.00 304.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 18 0 -999.00 -11.39 64.27 -999.00 -999.00 11.92000 60.97 15.61 100.42 0.00 148.57 -999.00 300.42 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 19 0 -999.00 -18.08 45.46 -999.00 -999.00 10.50000 64.68 15.08 100.46 0.00 58.64 -999.00 297.86 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 20 0 -999.00 -23.19 36.23 -999.00 -999.00 9.52000 69.30 14.26 100.51 0.00 7.01 -999.00 295.66 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 21 0 -999.00 -19.96 30.35 -999.00 -999.00 9.24000 72.66 13.71 100.55 0.00 0.00 -999.00 294.58 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 22 0 -999.00 -16.85 26.64 -999.00 -999.00 10.27000 81.82 12.80 100.60 0.00 0.00 -999.00 294.43 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2019 173 23 0 -999.00 -13.77 22.30 -999.00 -999.00 9.31000 86.41 12.35 100.63 0.00 0.00 -999.00 294.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
